"";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"10441195";3,26691579271185;6,84751561319952;15,169871378895;1,22888524630546e-07;9,84104590487316e-06;8,38954876542381
"10529979";3,7946126784864;8,23099640567113;15,1011629621075;1,27751954926688e-07;1,01156068232506e-05;8,35098993851675
"10531737";3,46842540581982;8,50938003948214;15,0798918105027;1,29300588451079e-07;1,01156068232506e-05;8,33901262281135
"10464471";3,83736606203793;7,6658221594378;15,0658983219058;1,30330725636748e-07;1,01156068232506e-05;8,33112283268905
"10595033";4,79648352898446;7,92366703855274;15,0352373675593;1,32619817156127e-07;1,01156068232506e-05;8,31380678406153
"10439651";3,65187482158622;8,64431384836224;15,0045709875639;1,34953999560898e-07;1,01156068232506e-05;8,29644795869826
"10513774";-4,9085794262291;6,81932562104754;-15,0014125912723;1,35196978376647e-07;1,01156068232506e-05;8,29465787474403
"10523145";-4,31528927700976;8,14250272288203;-14,9940356004945;1,35766390373687e-07;1,01156068232506e-05;8,29047517082768
"10461721";-4,08826778113241;7,15069038147803;-14,9256700764031;1,41171760117795e-07;1,01499352047187e-05;8,25160228475648
"10355960";3,45118150115997;9,04493481234394;14,9253656114852;1,41196360504772e-07;1,01499352047187e-05;8,25142871910521
"10502881";3,52002212180661;7,82783700009429;14,9211831911419;1,41534776511879e-07;1,01499352047187e-05;8,2490440546524
"10513428";6,82264119111544;7,53648566964847;14,9205038907208;1,41589826232998e-07;1,01499352047187e-05;8,248656671557
"10369132";3,15387389881841;7,62020234896009;14,8583442334071;1,46729125704978e-07;1,04237274040962e-05;8,21312528937691
"10489545";3,79215700342349;8,44633253948057;14,8003809906975;1,51708408431796e-07;1,04237274040962e-05;8,17984269825493
"10485955";4,15713317361201;9,11120190338416;14,7919845884827;1,52445107721061e-07;1,04237274040962e-05;8,17500941318027
"10513504";6,80738119725422;7,55204314800027;14,733344583846;1,57702148145687e-07;1,07008732432596e-05;8,14116855608662
"10581605";4,1850277298366;10,132097066404;14,7126298297919;1,59607011139053e-07;1,07480812273867e-05;8,12917831750966
"10364102";3,04770308314953;8,94300154181183;14,5943471195387;1,70984818291647e-07;1,14276996225147e-05;8,06035189436795
"10485550";3,31942397814317;7,80211739053724;14,570081920517;1,73428453561495e-07;1,15045188336428e-05;8,04615595746379
"10505614";4,42233552770144;8,13743285688482;14,5281731620981;1,77740608085783e-07;1,17032315946261e-05;8,02157620506621
"10601385";-3,01892908654689;6,87013550394115;-14,4582042840639;1,85207409386621e-07;1,19450683142439e-05;7,9803637962015
"10517508";-3,05392988823658;7,77704652561652;-14,4390353678009;1,87313264996357e-07;1,19450683142439e-05;7,96903466373809
"10593767";3,39053322968965;8,12298133243624;14,4323615333675;1,88052657196574e-07;1,19450683142439e-05;7,96508642801791
"10553450";4,80628144301084;7,54113209361245;14,4195933264762;1,89476277681222e-07;1,19450683142439e-05;7,95752715273181
"10461869";3,44121982088236;8,30484301719047;14,3429391248082;1,98278321418624e-07;1,23341473377468e-05;7,9119893158749
"10569129";3,04595170000905;8,3998100016327;14,2891950371129;2,0471983155941e-07;1,25193370222979e-05;7,87990172457519
"10418092";3,20405826166959;6,86210719555335;14,2270251456172;2,12462241655975e-07;1,27606545005403e-05;7,84261788096445
"10446282";-3,84043663886684;7,7101109652593;-14,1688523221231;2,2000176192443e-07;1,29509646473262e-05;7,80756908211994
"10565156";3,16486704858988;8,82648661130318;14,1183129609299;2,26793182067156e-07;1,31762391855879e-05;7,77699139090956
"10593499";3,37804826364865;8,02716193051407;14,0609165195568;2,34789305809727e-07;1,32832169963871e-05;7,74211970448205
"10513497";6,58799075189319;7,35508518820843;14,0547390762557;2,35668372765248e-07;1,32832169963871e-05;7,73835729700869
"10514240";3,4602643070186;7,21633274328576;13,9959951501506;2,44212547048413e-07;1,35034232408917e-05;7,70248871078141
"10358515";-3,26262803083242;6,39833553316763;-13,8278475428376;2,70627822764987e-07;1,47313941536733e-05;7,59890787126675
"10380067";3,3362346776663;8,34743197507018;13,8135401981893;2,73017673909854e-07;1,47313941536733e-05;7,59003144240899
"10601701";3,0608401262469;8,05248880725119;13,7245233310801;2,88422703515575e-07;1,53520324044907e-05;7,53458027723218
"10564183";3,87491629111167;6,07050281896744;13,6817819652253;2,96159790946435e-07;1,55309555870022e-05;7,50781741008564
"10362363";3,79695574648107;7,48599113435889;13,6676248226089;2,98773023442161e-07;1,55309555870022e-05;7,49893293592517
"10397645";-3,07057076795835;6,59711654623447;-13,5835030030643;3,14837846486829e-07;1,60151530422878e-05;7,44593636422333
"10428388";-3,31116975757571;8,99401682450445;-13,5811823674354;3,15294384340237e-07;1,60151530422878e-05;7,44446937500956
"10435704";-3,03920213119593;7,1033517799012;-13,4798343517113;3,35966584569762e-07;1,68414300058362e-05;7,38013873995107
"10522208";3,31702872974731;9,77492734437629;13,4560407819258;3,410346946845e-07;1,68414300058362e-05;7,36496071371056
"10358662";-3,23644551213318;8,37336229985817;-13,2886694708736;3,79174054991291e-07;1,75436902658046e-05;7,25737765661124
"10523128";-3,75742840108907;7,16008576458143;-13,2076550103944;3,99313983836697e-07;1,75436902658046e-05;7,20478414699277
"10606789";3,60458630804028;6,62107197699693;13,201908475991;4,00786940172038e-07;1,75436902658046e-05;7,20104058188328
"10598493";3,26360523023536;9,11227520418035;13,1913991205949;4,03496302355017e-07;1,75436902658046e-05;7,19418982001705
"10560242";-3,21374573334329;8,01208935342227;-13,1771994012963;4,07189342274485e-07;1,75436902658046e-05;7,18492422055371
"10564163";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564167";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564171";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564173";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564175";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564179";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564181";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564185";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564187";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564189";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564191";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564193";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564195";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564197";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
"10564199";3,97795672733653;6,06435573492941;13,1496392105153;4,14464501723363e-07;1,75436902658046e-05;7,16691043736936
